1,2015cse001,abc123,1,2015,cse,0
2,2015cse002,abc456,1,2015,cse,0
3,2015cse003,abc789,1,2015,cse,0
4,2015cse004,abc1122,2,2015,cse,0
5,2015cse005,abc1455,2,2015,cse,0
6,2015cse006,abc1788,2,2015,cse,0
7,2015cse007,abc2121,2,2015,cse,0
8,2015cse008,abc2454,3,2015,cse,0
9,2015cse009,abc2787,4,2015,cse,0
10,2015cse010,abc3120,4,2015,cse,0
11,2015cse011,abc3453,5,2015,cse,0
12,2015cse012,abc3786,2,2015,cse,0
13,2015cse013,abc4119,1,2015,cse,0
14,2015cse014,abc4452,2,2015,cse,0
15,2015cse015,abc4785,3,2015,cse,0
16,2015cse016,abc5118,1,2015,cse,0
17,2015cse017,abc5451,3,2015,cse,0
18,2015cse018,abc5784,5,2015,cse,0
19,2015cse019,abc6117,4,2015,cse,0
20,2015cse020,abc6450,1,2015,cse,0
21,2015cse021,abc6783,1,2015,cse,0
22,2015cse022,abc7116,1,2015,cse,0
23,2015cse023,abc7449,2,2015,cse,0
24,2015cse024,abc7782,2,2015,cse,0
25,2015cse025,abc8115,2,2015,cse,0
26,2015cse026,abc8448,2,2015,cse,0
27,2015cse027,abc8781,3,2015,cse,0
28,2015cse028,abc9114,4,2015,cse,0
29,2015cse029,abc9447,4,2015,cse,0
30,2015cse030,abc9780,5,2015,cse,0
31,2015cse031,abc10113,2,2015,cse,0
32,2015cse032,abc10446,1,2015,cse,0
33,2015cse033,abc10779,2,2015,cse,0
34,2015cse034,abc11112,3,2015,cse,0
35,2015cse035,abc11445,1,2015,cse,0
36,2015cse036,abc11778,3,2015,cse,0
37,2015cse037,abc12111,5,2015,cse,0
38,2015cse038,abc12444,4,2015,cse,0
39,2015cse039,abc12777,1,2015,cse,0
40,2015cse040,abc13110,1,2015,cse,0
41,2015cse041,abc13443,1,2015,cse,0
42,2015cse042,abc13776,2,2015,cse,0
43,2015cse043,abc14109,2,2015,cse,0
44,2015cse044,abc14442,2,2015,cse,0
45,2015cse045,abc14775,2,2015,cse,0
46,2015cse046,abc15108,3,2015,cse,0
47,2015cse047,abc15441,4,2015,cse,0
48,2015cse048,abc15774,4,2015,cse,0
49,2015cse049,abc16107,5,2015,cse,0
50,2015cse050,abc16440,2,2015,cse,0
51,2015cse051,abc16773,1,2015,cse,0
52,2015cse052,abc17106,2,2015,cse,0
53,2015cse053,abc17439,3,2015,cse,0
54,2015cse054,abc17772,1,2015,cse,0
55,2015cse055,abc18105,3,2015,cse,0
56,2015cse056,abc18438,5,2015,cse,0
57,2015cse057,abc18771,4,2015,cse,0
58,2015cse058,abc19104,1,2015,cse,0
59,2015cse059,abc19437,1,2015,cse,0
60,2015cse060,abc19770,1,2015,cse,0
61,2015cse061,abc20103,2,2015,cse,0
62,2015cse062,abc20436,2,2015,cse,0
63,2015cse063,abc20769,2,2015,cse,0
64,2015cse064,abc21102,2,2015,cse,0
65,2015cse065,abc21435,3,2015,cse,0
66,2015cse066,abc21768,4,2015,cse,0
67,2015cse067,abc22101,4,2015,cse,0
